cohort,site,siteState,family,roleOrKind,slug,titleOrQuery,url,clicks,impressions,ctr,position,band,decision,immediateContentMutation,earliestActionDate,reason
expansion757,baby,protect,stroller-wagons,comparison,stroller-wagons-vs-alternatives,Stroller Wagons vs. double strollers,https://baby.madabase.com/guides/stroller-wagons-vs-alternatives,0,2,0%,6,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,stroller-wagons,fit,stroller-wagons-compatibility-and-fit-guide,Stroller Wagons: Compatibility and Fit Guide,https://baby.madabase.com/guides/stroller-wagons-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,stroller-wagons,ownership,stroller-wagons-ownership-cost-and-maintenance,Stroller Wagons: Ownership Cost and Maintenance,https://baby.madabase.com/guides/stroller-wagons-ownership-cost-and-maintenance,0,1,0%,9,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,stroller-wagons,workflow,stroller-wagons-setup-and-daily-workflow,Stroller Wagons: Setup and Daily Workflow,https://baby.madabase.com/guides/stroller-wagons-setup-and-daily-workflow,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,stroller-wagons,safety,stroller-wagons-safety-and-skip-guide,Stroller Wagons: Safety Limits and When to Skip,https://baby.madabase.com/guides/stroller-wagons-safety-and-skip-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-travel-systems,buying,baby-travel-systems-buying-guide,Baby Travel Systems Buying Guide,https://baby.madabase.com/guides/baby-travel-systems-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-travel-systems,comparison,baby-travel-systems-vs-alternatives,Baby Travel Systems vs. separately selected car seats and strollers,https://baby.madabase.com/guides/baby-travel-systems-vs-alternatives,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-travel-systems,fit,baby-travel-systems-compatibility-and-fit-guide,Baby Travel Systems: Compatibility and Fit Guide,https://baby.madabase.com/guides/baby-travel-systems-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-travel-systems,ownership,baby-travel-systems-ownership-cost-and-maintenance,Baby Travel Systems: Ownership Cost and Maintenance,https://baby.madabase.com/guides/baby-travel-systems-ownership-cost-and-maintenance,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-travel-systems,workflow,baby-travel-systems-setup-and-daily-workflow,Baby Travel Systems: Setup and Daily Workflow,https://baby.madabase.com/guides/baby-travel-systems-setup-and-daily-workflow,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-travel-systems,safety,baby-travel-systems-safety-and-skip-guide,Baby Travel Systems: Safety Limits and When to Skip,https://baby.madabase.com/guides/baby-travel-systems-safety-and-skip-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-wraps-slings,buying,baby-wraps-slings-buying-guide,Baby Wraps and Slings Buying Guide,https://baby.madabase.com/guides/baby-wraps-slings-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-wraps-slings,comparison,baby-wraps-slings-vs-alternatives,Baby Wraps and Slings vs. structured baby carriers,https://baby.madabase.com/guides/baby-wraps-slings-vs-alternatives,0,1,0%,10,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,baby-wraps-slings,fit,baby-wraps-slings-compatibility-and-fit-guide,Baby Wraps and Slings: Compatibility and Fit Guide,https://baby.madabase.com/guides/baby-wraps-slings-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-wraps-slings,ownership,baby-wraps-slings-ownership-cost-and-maintenance,Baby Wraps and Slings: Ownership Cost and Maintenance,https://baby.madabase.com/guides/baby-wraps-slings-ownership-cost-and-maintenance,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-wraps-slings,workflow,baby-wraps-slings-setup-and-daily-workflow,Baby Wraps and Slings: Setup and Daily Workflow,https://baby.madabase.com/guides/baby-wraps-slings-setup-and-daily-workflow,0,2,0%,10,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,baby-wraps-slings,safety,baby-wraps-slings-safety-and-skip-guide,Baby Wraps and Slings: Safety Limits and When to Skip,https://baby.madabase.com/guides/baby-wraps-slings-safety-and-skip-guide,0,1,0%,82,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,hip-seat-carriers,buying,hip-seat-carriers-buying-guide,Hip-seat Baby Carriers Buying Guide,https://baby.madabase.com/guides/hip-seat-carriers-buying-guide,0,1,0%,75,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,hip-seat-carriers,comparison,hip-seat-carriers-vs-alternatives,Hip-seat Baby Carriers vs. soft structured carriers,https://baby.madabase.com/guides/hip-seat-carriers-vs-alternatives,0,2,0%,15.5,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,hip-seat-carriers,fit,hip-seat-carriers-compatibility-and-fit-guide,Hip-seat Baby Carriers: Compatibility and Fit Guide,https://baby.madabase.com/guides/hip-seat-carriers-compatibility-and-fit-guide,0,5,0%,10.2,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,hip-seat-carriers,ownership,hip-seat-carriers-ownership-cost-and-maintenance,Hip-seat Baby Carriers: Ownership Cost and Maintenance,https://baby.madabase.com/guides/hip-seat-carriers-ownership-cost-and-maintenance,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,hip-seat-carriers,workflow,hip-seat-carriers-setup-and-daily-workflow,Hip-seat Baby Carriers: Setup and Daily Workflow,https://baby.madabase.com/guides/hip-seat-carriers-setup-and-daily-workflow,0,2,0%,13,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,hip-seat-carriers,safety,hip-seat-carriers-safety-and-skip-guide,Hip-seat Baby Carriers: Safety Limits and When to Skip,https://baby.madabase.com/guides/hip-seat-carriers-safety-and-skip-guide,0,3,0%,12.33,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,bedside-bassinets,buying,bedside-bassinets-buying-guide,Bedside Bassinets Buying Guide,https://baby.madabase.com/guides/bedside-bassinets-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,bedside-bassinets,comparison,bedside-bassinets-vs-alternatives,Bedside Bassinets vs. full-size cribs,https://baby.madabase.com/guides/bedside-bassinets-vs-alternatives,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,bedside-bassinets,fit,bedside-bassinets-compatibility-and-fit-guide,Bedside Bassinets: Compatibility and Fit Guide,https://baby.madabase.com/guides/bedside-bassinets-compatibility-and-fit-guide,0,1,0%,10,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,bedside-bassinets,ownership,bedside-bassinets-ownership-cost-and-maintenance,Bedside Bassinets: Ownership Cost and Maintenance,https://baby.madabase.com/guides/bedside-bassinets-ownership-cost-and-maintenance,0,1,0%,8,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,bedside-bassinets,workflow,bedside-bassinets-setup-and-daily-workflow,Bedside Bassinets: Setup and Daily Workflow,https://baby.madabase.com/guides/bedside-bassinets-setup-and-daily-workflow,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,bedside-bassinets,safety,bedside-bassinets-safety-and-skip-guide,Bedside Bassinets: Safety Limits and When to Skip,https://baby.madabase.com/guides/bedside-bassinets-safety-and-skip-guide,0,14,0%,74.07,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,convertible-baby-cribs,buying,convertible-baby-cribs-buying-guide,Convertible Baby Cribs Buying Guide,https://baby.madabase.com/guides/convertible-baby-cribs-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,convertible-baby-cribs,comparison,convertible-baby-cribs-vs-alternatives,Convertible Baby Cribs vs. standard cribs,https://baby.madabase.com/guides/convertible-baby-cribs-vs-alternatives,0,1,0%,75,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,convertible-baby-cribs,fit,convertible-baby-cribs-compatibility-and-fit-guide,Convertible Baby Cribs: Compatibility and Fit Guide,https://baby.madabase.com/guides/convertible-baby-cribs-compatibility-and-fit-guide,0,6,0%,66.5,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,convertible-baby-cribs,ownership,convertible-baby-cribs-ownership-cost-and-maintenance,Convertible Baby Cribs: Ownership Cost and Maintenance,https://baby.madabase.com/guides/convertible-baby-cribs-ownership-cost-and-maintenance,0,1,0%,63,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,convertible-baby-cribs,workflow,convertible-baby-cribs-setup-and-daily-workflow,Convertible Baby Cribs: Setup and Daily Workflow,https://baby.madabase.com/guides/convertible-baby-cribs-setup-and-daily-workflow,0,1,0%,10,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,convertible-baby-cribs,safety,convertible-baby-cribs-safety-and-skip-guide,Convertible Baby Cribs: Safety Limits and When to Skip,https://baby.madabase.com/guides/convertible-baby-cribs-safety-and-skip-guide,0,4,0%,55.5,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,crib-mattresses,buying,crib-mattresses-buying-guide,Crib Mattresses Buying Guide,https://baby.madabase.com/guides/crib-mattresses-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,crib-mattresses,comparison,crib-mattresses-vs-alternatives,Crib Mattresses vs. manufacturer-included sleep surfaces,https://baby.madabase.com/guides/crib-mattresses-vs-alternatives,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,crib-mattresses,fit,crib-mattresses-compatibility-and-fit-guide,Crib Mattresses: Compatibility and Fit Guide,https://baby.madabase.com/guides/crib-mattresses-compatibility-and-fit-guide,0,4,0%,53.5,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,crib-mattresses,ownership,crib-mattresses-ownership-cost-and-maintenance,Crib Mattresses: Ownership Cost and Maintenance,https://baby.madabase.com/guides/crib-mattresses-ownership-cost-and-maintenance,0,1,0%,9,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,crib-mattresses,workflow,crib-mattresses-setup-and-daily-workflow,Crib Mattresses: Setup and Daily Workflow,https://baby.madabase.com/guides/crib-mattresses-setup-and-daily-workflow,0,3,0%,70.33,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,crib-mattresses,safety,crib-mattresses-safety-and-skip-guide,Crib Mattresses: Safety Limits and When to Skip,https://baby.madabase.com/guides/crib-mattresses-safety-and-skip-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,travel-cribs-playards,buying,travel-cribs-playards-buying-guide,Travel Cribs and Playards Buying Guide,https://baby.madabase.com/guides/travel-cribs-playards-buying-guide,0,3,0%,7.33,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,travel-cribs-playards,comparison,travel-cribs-playards-vs-alternatives,Travel Cribs and Playards vs. portable bassinets,https://baby.madabase.com/guides/travel-cribs-playards-vs-alternatives,0,1,0%,67,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,travel-cribs-playards,fit,travel-cribs-playards-compatibility-and-fit-guide,Travel Cribs and Playards: Compatibility and Fit Guide,https://baby.madabase.com/guides/travel-cribs-playards-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,travel-cribs-playards,ownership,travel-cribs-playards-ownership-cost-and-maintenance,Travel Cribs and Playards: Ownership Cost and Maintenance,https://baby.madabase.com/guides/travel-cribs-playards-ownership-cost-and-maintenance,0,1,0%,11,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,travel-cribs-playards,workflow,travel-cribs-playards-setup-and-daily-workflow,Travel Cribs and Playards: Setup and Daily Workflow,https://baby.madabase.com/guides/travel-cribs-playards-setup-and-daily-workflow,0,1,0%,5,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,travel-cribs-playards,safety,travel-cribs-playards-safety-and-skip-guide,Travel Cribs and Playards: Safety Limits and When to Skip,https://baby.madabase.com/guides/travel-cribs-playards-safety-and-skip-guide,0,1,0%,1,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,adjustable-high-chairs,buying,adjustable-high-chairs-buying-guide,Adjustable High Chairs Buying Guide,https://baby.madabase.com/guides/adjustable-high-chairs-buying-guide,0,1,0%,75,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,adjustable-high-chairs,comparison,adjustable-high-chairs-vs-alternatives,Adjustable High Chairs vs. clip-on or booster seats,https://baby.madabase.com/guides/adjustable-high-chairs-vs-alternatives,0,5,0%,15.2,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,adjustable-high-chairs,fit,adjustable-high-chairs-compatibility-and-fit-guide,Adjustable High Chairs: Compatibility and Fit Guide,https://baby.madabase.com/guides/adjustable-high-chairs-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,adjustable-high-chairs,ownership,adjustable-high-chairs-ownership-cost-and-maintenance,Adjustable High Chairs: Ownership Cost and Maintenance,https://baby.madabase.com/guides/adjustable-high-chairs-ownership-cost-and-maintenance,0,1,0%,7,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,adjustable-high-chairs,workflow,adjustable-high-chairs-setup-and-daily-workflow,Adjustable High Chairs: Setup and Daily Workflow,https://baby.madabase.com/guides/adjustable-high-chairs-setup-and-daily-workflow,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,adjustable-high-chairs,safety,adjustable-high-chairs-safety-and-skip-guide,Adjustable High Chairs: Safety Limits and When to Skip,https://baby.madabase.com/guides/adjustable-high-chairs-safety-and-skip-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,table-booster-seats,buying,table-booster-seats-buying-guide,Table Booster Seats Buying Guide,https://baby.madabase.com/guides/table-booster-seats-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,table-booster-seats,comparison,table-booster-seats-vs-alternatives,Table Booster Seats vs. full high chairs,https://baby.madabase.com/guides/table-booster-seats-vs-alternatives,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,table-booster-seats,fit,table-booster-seats-compatibility-and-fit-guide,Table Booster Seats: Compatibility and Fit Guide,https://baby.madabase.com/guides/table-booster-seats-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,table-booster-seats,ownership,table-booster-seats-ownership-cost-and-maintenance,Table Booster Seats: Ownership Cost and Maintenance,https://baby.madabase.com/guides/table-booster-seats-ownership-cost-and-maintenance,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,table-booster-seats,workflow,table-booster-seats-setup-and-daily-workflow,Table Booster Seats: Setup and Daily Workflow,https://baby.madabase.com/guides/table-booster-seats-setup-and-daily-workflow,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,table-booster-seats,safety,table-booster-seats-safety-and-skip-guide,Table Booster Seats: Safety Limits and When to Skip,https://baby.madabase.com/guides/table-booster-seats-safety-and-skip-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-food-makers,buying,baby-food-makers-buying-guide,Baby Food Makers Buying Guide,https://baby.madabase.com/guides/baby-food-makers-buying-guide,0,3,0%,49,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,baby-food-makers,comparison,baby-food-makers-vs-alternatives,Baby Food Makers vs. standard steamers and blenders,https://baby.madabase.com/guides/baby-food-makers-vs-alternatives,0,1,0%,1,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,baby-food-makers,fit,baby-food-makers-compatibility-and-fit-guide,Baby Food Makers: Compatibility and Fit Guide,https://baby.madabase.com/guides/baby-food-makers-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-food-makers,ownership,baby-food-makers-ownership-cost-and-maintenance,Baby Food Makers: Ownership Cost and Maintenance,https://baby.madabase.com/guides/baby-food-makers-ownership-cost-and-maintenance,0,1,0%,4,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,baby-food-makers,workflow,baby-food-makers-setup-and-daily-workflow,Baby Food Makers: Setup and Daily Workflow,https://baby.madabase.com/guides/baby-food-makers-setup-and-daily-workflow,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,baby-food-makers,safety,baby-food-makers-safety-and-skip-guide,Baby Food Makers: Safety Limits and When to Skip,https://baby.madabase.com/guides/baby-food-makers-safety-and-skip-guide,0,3,0%,15.33,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,automatic-bottle-washers,buying,automatic-bottle-washers-buying-guide,Automatic Bottle Washers Buying Guide,https://baby.madabase.com/guides/automatic-bottle-washers-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,automatic-bottle-washers,comparison,automatic-bottle-washers-vs-alternatives,Automatic Bottle Washers vs. manual washing plus sterilizer-dryers,https://baby.madabase.com/guides/automatic-bottle-washers-vs-alternatives,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,automatic-bottle-washers,fit,automatic-bottle-washers-compatibility-and-fit-guide,Automatic Bottle Washers: Compatibility and Fit Guide,https://baby.madabase.com/guides/automatic-bottle-washers-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,automatic-bottle-washers,ownership,automatic-bottle-washers-ownership-cost-and-maintenance,Automatic Bottle Washers: Ownership Cost and Maintenance,https://baby.madabase.com/guides/automatic-bottle-washers-ownership-cost-and-maintenance,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,automatic-bottle-washers,workflow,automatic-bottle-washers-setup-and-daily-workflow,Automatic Bottle Washers: Setup and Daily Workflow,https://baby.madabase.com/guides/automatic-bottle-washers-setup-and-daily-workflow,0,2,0%,8.5,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,baby,protect,automatic-bottle-washers,safety,automatic-bottle-washers-safety-and-skip-guide,Automatic Bottle Washers: Safety Limits and When to Skip,https://baby.madabase.com/guides/automatic-bottle-washers-safety-and-skip-guide,0,2,0%,13.5,position-11-20,strengthen-evidence-after-rollout,hold,2026-08-23,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,baby,protect,changing-pads,buying,changing-pads-buying-guide,Changing Pads Buying Guide,https://baby.madabase.com/guides/changing-pads-buying-guide,0,1,0%,96,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,changing-pads,comparison,changing-pads-vs-alternatives,Changing Pads vs. portable changing mats,https://baby.madabase.com/guides/changing-pads-vs-alternatives,0,2,0%,52,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,changing-pads,fit,changing-pads-compatibility-and-fit-guide,Changing Pads: Compatibility and Fit Guide,https://baby.madabase.com/guides/changing-pads-compatibility-and-fit-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,changing-pads,ownership,changing-pads-ownership-cost-and-maintenance,Changing Pads: Ownership Cost and Maintenance,https://baby.madabase.com/guides/changing-pads-ownership-cost-and-maintenance,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,changing-pads,workflow,changing-pads-setup-and-daily-workflow,Changing Pads: Setup and Daily Workflow,https://baby.madabase.com/guides/changing-pads-setup-and-daily-workflow,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,changing-pads,safety,changing-pads-safety-and-skip-guide,Changing Pads: Safety Limits and When to Skip,https://baby.madabase.com/guides/changing-pads-safety-and-skip-guide,0,1,0%,45,position-40-plus,retarget-or-merge-review,hold,2026-09-08,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,baby,protect,structured-diaper-bags,buying,structured-diaper-bags-buying-guide,Structured Diaper Bags Buying Guide,https://baby.madabase.com/guides/structured-diaper-bags-buying-guide,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
expansion757,baby,protect,structured-diaper-bags,comparison,structured-diaper-bags-vs-alternatives,Structured Diaper Bags vs. ordinary backpacks with organizers,https://baby.madabase.com/guides/structured-diaper-bags-vs-alternatives,0,0,0%,,zero-impression,observe-index-and-demand-to-day30,hold,2026-09-08,"The host remains healthy, so preserve the URL and use the Day-30 gate to separate slow discovery from weak demand."
